Time [sec]		Acceleration [mm/sec2]
     0.000		          -0.200
     0.020		          -0.200
     0.040		          -0.200
     0.060		          -0.200
     0.080		          -0.300
     0.100		          -0.200
     0.120		          -0.300
     0.140		          -0.200
     0.160		          -0.300
     0.180		          -0.200
     0.200		          -0.300
     0.220		          -0.200
     0.240		          -0.300
     0.260		          -0.200
     0.280		          -0.300
     0.300		          -0.200
     0.320		          -0.300
     0.340		          -0.200
     0.360		          -0.300
     0.380		          -0.300
     0.400		          -0.300
     0.420		          -0.300
     0.440		          -0.300
     0.460		          -0.300
     0.480		          -0.300
     0.500		          -0.300
     0.520		          -0.300
     0.540		          -0.300
     0.560		          -0.300
     0.580		          -0.300
     0.600		          -0.300
     0.620		          -0.300
     0.640		          -0.300
     0.660		          -0.300
     0.680		          -0.300
     0.700		          -0.300
     0.720		          -0.300
     0.740		          -0.300
     0.760		          -0.300
     0.780		          -0.300
     0.800		          -0.300
     0.820		          -0.300
     0.840		          -0.300
     0.860		          -0.300
     0.880		          -0.300
     0.900		          -0.200
     0.920		          -0.300
     0.940		          -0.200
     0.960		          -0.300
     0.980		          -0.200
     1.000		          -0.300
     1.020		          -0.200
     1.040		          -0.300
     1.060		          -0.200
     1.080		          -0.300
     1.100		          -0.200
     1.120		          -0.300
     1.140		          -0.200
     1.160		          -0.300
     1.180		          -0.200
     1.200		          -0.200
     1.220		          -0.200
     1.240		          -0.200
     1.260		          -0.200
     1.280		          -0.200
     1.300		          -0.200
     1.320		          -0.200
     1.340		          -0.200
     1.360		          -0.200
     1.380		          -0.100
     1.400		          -0.200
     1.420		          -0.100
     1.440		          -0.200
     1.460		          -0.100
     1.480		          -0.200
     1.500		          -0.100
     1.520		          -0.200
     1.540		          -0.100
     1.560		          -0.200
     1.580		          -0.100
     1.600		          -0.100
     1.620		          -0.100
     1.640		          -0.100
     1.660		          -0.100
     1.680		          -0.100
     1.700		          -0.100
     1.720		          -0.100
     1.740		           0.000
     1.760		          -0.100
     1.780		           0.000
     1.800		          -0.100
     1.820		           0.000
     1.840		          -0.100
     1.860		           0.000
     1.880		          -0.100
     1.900		           0.000
     1.920		           0.000
     1.940		           0.000
     1.960		           0.000
     1.980		           0.000
     2.000		           0.000
     2.020		           0.000
     2.040		           0.000
     2.060		           0.000
     2.080		           0.000
     2.100		           0.100
     2.120		           0.000
     2.140		           0.100
     2.160		           0.000
     2.180		           0.100
     2.200		           0.000
     2.220		           0.100
     2.240		           0.000
     2.260		           0.100
     2.280		           0.000
     2.300		           0.100
     2.320		           0.100
     2.340		           0.100
     2.360		           0.100
     2.380		           0.100
     2.400		           0.100
     2.420		           0.100
     2.440		           0.100
     2.460		           0.100
     2.480		           0.100
     2.500		           0.100
     2.520		           0.100
     2.540		           0.100
     2.560		           0.100
     2.580		           0.100
     2.600		           0.100
     2.620		           0.100
     2.640		           0.100
     2.660		           0.100
     2.680		           0.100
     2.700		           0.100
     2.720		           0.100
     2.740		           0.100
     2.760		           0.100
     2.780		           0.100
     2.800		           0.100
     2.820		           0.100
     2.840		           0.100
     2.860		           0.100
     2.880		           0.100
     2.900		           0.100
     2.920		           0.100
     2.940		           0.100
     2.960		           0.100
     2.980		           0.100
     3.000		           0.100
     3.020		           0.100
     3.040		           0.100
     3.060		           0.100
     3.080		           0.100
     3.100		           0.100
     3.120		           0.100
     3.140		           0.100
     3.160		           0.100
     3.180		           0.100
     3.200		           0.100
     3.220		           0.100
     3.240		           0.000
     3.260		           0.100
     3.280		           0.000
     3.300		           0.100
     3.320		           0.000
     3.340		           0.100
     3.360		           0.000
     3.380		           0.100
     3.400		           0.000
     3.420		           0.100
     3.440		           0.000
     3.460		           0.000
     3.480		           0.000
     3.500		           0.000
     3.520		           0.000
     3.540		           0.000
     3.560		           0.000
     3.580		           0.000
     3.600		           0.000
     3.620		           0.000
     3.640		           0.000
     3.660		           0.000
     3.680		           0.000
     3.700		           0.000
     3.720		           0.000
     3.740		           0.000
     3.760		           0.000
     3.780		           0.000
     3.800		           0.000
     3.820		           0.000
     3.840		          -0.100
     3.860		           0.000
     3.880		          -0.100
     3.900		           0.000
     3.920		          -0.100
     3.940		           0.000
     3.960		          -0.100
     3.980		          -0.100
     4.000		          -0.100
     4.020		          -0.100
     4.040		          -0.100
     4.060		          -0.100
     4.080		          -0.100
     4.100		          -0.100
     4.120		          -0.100
     4.140		          -0.100
     4.160		          -0.100
     4.180		          -0.100
     4.200		          -0.100
     4.220		          -0.100
     4.240		          -0.100
     4.260		          -0.100
     4.280		          -0.100
     4.300		          -0.100
     4.320		           0.000
     4.340		          -0.100
     4.360		           0.000
     4.380		          -0.100
     4.400		           0.000
     4.420		          -0.100
     4.440		           0.000
     4.460		          -0.100
     4.480		           0.000
     4.500		          -0.100
     4.520		           0.000
     4.540		          -0.100
     4.560		           0.000
     4.580		          -0.100
     4.600		           0.000
     4.620		          -0.100
     4.640		           0.100
     4.660		          -0.100
     4.680		           0.100
     4.700		          -0.100
     4.720		           0.100
     4.740		          -0.100
     4.760		           0.100
     4.780		          -0.100
     4.800		           0.200
     4.820		          -0.100
     4.840		           0.200
     4.860		          -0.100
     4.880		           0.200
     4.900		           0.000
     4.920		           0.200
     4.940		           0.000
     4.960		           0.100
     4.980		           0.400
     5.000		          -2.900
     5.020		          -1.900
     5.040		           4.200
     5.060		          -6.200
     5.080		           0.900
     5.100		           4.000
     5.120		           4.500
     5.140		          -0.200
     5.160		           2.100
     5.180		           0.600
     5.200		          -4.300
     5.220		          -0.300
     5.240		          -2.100
     5.260		           0.000
     5.280		           1.200
     5.300		           4.100
     5.320		           1.700
     5.340		           1.900
     5.360		           3.000
     5.380		           7.400
     5.400		           1.700
     5.420		           1.300
     5.440		           1.800
     5.460		          -2.700
     5.480		          -6.500
     5.500		          -5.600
     5.520		          -5.700
     5.540		          -3.400
     5.560		           3.300
     5.580		           2.500
     5.600		          -3.000
     5.620		           2.500
     5.640		          -7.300
     5.660		          -0.800
     5.680		           0.000
     5.700		           0.300
     5.720		          -5.500
     5.740		           4.000
     5.760		           7.300
     5.780		          -1.400
     5.800		           3.100
     5.820		          -2.900
     5.840		          -4.700
     5.860		          -0.900
     5.880		          -1.700
     5.900		           1.000
     5.920		           1.400
     5.940		           0.700
     5.960		           2.400
     5.980		           1.400
     6.000		          -0.700
     6.020		          -2.700
     6.040		           0.600
     6.060		          -2.500
     6.080		          -0.500
     6.100		           1.700
     6.120		          -3.000
     6.140		          -1.100
     6.160		          -3.900
     6.180		           1.800
     6.200		           2.500
     6.220		          -0.500
     6.240		           3.700
     6.260		           4.900
     6.280		           2.200
     6.300		           1.000
     6.320		           0.100
     6.340		          -0.500
     6.360		          -0.400
     6.380		          -3.500
     6.400		          -4.900
     6.420		           4.300
     6.440		           2.700
     6.460		           3.400
     6.480		          -0.200
     6.500		           1.200
     6.520		           5.800
     6.540		          -0.900
     6.560		           3.500
     6.580		           0.200
     6.600		           3.800
     6.620		          -1.400
     6.640		          -1.600
     6.660		           0.400
     6.680		           0.800
     6.700		           6.300
     6.720		           1.100
     6.740		          -0.300
     6.760		          -7.800
     6.780		           1.800
     6.800		          -0.500
     6.820		           3.900
     6.840		          -5.400
     6.860		           3.400
     6.880		           4.100
     6.900		           3.700
     6.920		          -1.000
     6.940		          -0.700
     6.960		           6.100
     6.980		           0.600
     7.000		           4.600
     7.020		          -2.300
     7.040		           1.000
     7.060		           4.100
     7.080		           5.000
     7.100		           2.700
     7.120		          -1.200
     7.140		          -1.100
     7.160		          -3.600
     7.180		          -3.200
     7.200		          -0.500
     7.220		           5.600
     7.240		           4.300
     7.260		          -1.600
     7.280		           3.900
     7.300		          -2.700
     7.320		          -0.100
     7.340		          -1.500
     7.360		           7.400
     7.380		           3.600
     7.400		           7.800
     7.420		          -1.300
     7.440		           4.000
     7.460		          -0.900
     7.480		          -2.700
     7.500		          -2.100
     7.520		          -6.400
     7.540		           1.400
     7.560		           3.300
     7.580		           2.700
     7.600		           4.500
     7.620		           4.800
     7.640		          -0.100
     7.660		           1.800
     7.680		          -3.200
     7.700		           3.900
     7.720		          -3.100
     7.740		          -6.700
     7.760		          -0.700
     7.780		          -2.900
     7.800		           0.900
     7.820		           1.300
     7.840		          -2.800
     7.860		           1.000
     7.880		          -0.900
     7.900		          -1.500
     7.920		           1.000
     7.940		           5.200
     7.960		          -1.400
     7.980		           3.900
     8.000		          -2.100
     8.020		           0.600
     8.040		           0.400
     8.060		          -4.700
     8.080		          -2.700
     8.100		           0.000
     8.120		           1.000
     8.140		          -4.500
     8.160		           3.600
     8.180		          -0.200
     8.200		           2.700
     8.220		           1.700
     8.240		          -1.100
     8.260		          -0.500
     8.280		          -1.400
     8.300		           0.300
     8.320		          -4.800
     8.340		          -1.800
     8.360		           0.800
     8.380		          -8.500
     8.400		           3.200
     8.420		          -7.300
     8.440		          -5.100
     8.460		          -0.700
     8.480		           1.000
     8.500		          -3.600
     8.520		          -2.300
     8.540		           0.300
     8.560		          -5.400
     8.580		          -0.200
     8.600		          -0.500
     8.620		          -5.600
     8.640		          -1.100
     8.660		           4.000
     8.680		          -3.000
     8.700		           2.300
     8.720		           1.500
     8.740		          -0.600
     8.760		           1.200
     8.780		           5.200
     8.800		           1.200
     8.820		           3.000
     8.840		           0.800
     8.860		           0.400
     8.880		          -3.200
     8.900		          -3.500
     8.920		           2.500
     8.940		           2.100
     8.960		          -1.900
     8.980		           3.500
     9.000		          -3.200
     9.020		          -1.900
     9.040		          -5.400
     9.060		          -2.900
     9.080		           1.300
     9.100		          -7.100
     9.120		           0.300
     9.140		           4.800
     9.160		          -7.000
     9.180		          -3.300
     9.200		          -8.800
     9.220		          -1.700
     9.240		          -0.600
     9.260		          -0.300
     9.280		           4.300
     9.300		          -1.700
     9.320		          -5.500
     9.340		           3.700
     9.360		           1.400
     9.380		          -1.500
     9.400		           3.500
     9.420		          -0.800
     9.440		           0.100
     9.460		           1.000
     9.480		           3.100
     9.500		          -1.600
     9.520		          -4.300
     9.540		          -3.600
     9.560		          -3.000
     9.580		          -0.100
     9.600		           5.500
     9.620		          -1.000
     9.640		          -2.200
     9.660		          -3.700
     9.680		           1.600
     9.700		          -1.600
     9.720		           3.600
     9.740		           4.100
     9.760		          -4.400
     9.780		           4.500
     9.800		          -0.300
     9.820		           0.100
     9.840		           0.800
     9.860		           2.700
     9.880		           7.100
     9.900		          -3.000
     9.920		           3.600
     9.940		          -1.800
     9.960		           4.800
     9.980		           2.900
    10.000		          -1.500
    10.020		          -3.200
    10.040		           0.300
    10.060		           0.600
    10.080		           2.700
    10.100		           7.800
    10.120		          -4.100
    10.140		           1.200
    10.160		          -2.000
    10.180		           4.600
    10.200		           4.700
    10.220		          -2.500
    10.240		           1.300
    10.260		          -2.100
    10.280		          -1.300
    10.300		          -2.400
    10.320		          -3.000
    10.340		          -1.300
    10.360		           1.200
    10.380		           1.900
    10.400		           1.300
    10.420		           5.100
    10.440		           2.000
    10.460		          -4.600
    10.480		          -3.900
    10.500		           0.600
    10.520		          -3.700
    10.540		           2.800
    10.560		           0.300
    10.580		           0.700
    10.600		           7.400
    10.620		           2.200
    10.640		          -0.300
    10.660		           6.100
    10.680		           1.600
    10.700		          -3.000
    10.720		          -2.100
    10.740		          -1.800
    10.760		           4.300
    10.780		          -2.700
    10.800		           5.600
    10.820		           5.500
    10.840		          -2.900
    10.860		         -10.500
    10.880		           1.500
    10.900		          -2.500
    10.920		          -1.400
    10.940		           1.800
    10.960		          -1.100
    10.980		          -5.900
    11.000		           1.300
    11.020		          -5.200
    11.040		          -1.200
    11.060		           2.200
    11.080		           1.900
    11.100		          -2.700
    11.120		           1.400
    11.140		          -4.200
    11.160		          -2.900
    11.180		           5.000
    11.200		           0.700
    11.220		          -0.600
    11.240		          -6.800
    11.260		           1.700
    11.280		          -2.300
    11.300		           3.300
    11.320		          -4.300
    11.340		          -0.600
    11.360		           8.600
    11.380		          -6.500
    11.400		           4.500
    11.420		           6.300
    11.440		           0.600
    11.460		          -2.400
    11.480		          -6.000
    11.500		           4.500
    11.520		           3.100
    11.540		          -4.000
    11.560		           4.400
    11.580		          -0.200
    11.600		          -6.500
    11.620		          -1.400
    11.640		          -5.100
    11.660		          -8.900
    11.680		          -2.500
    11.700		          -0.600
    11.720		           1.700
    11.740		          -3.300
    11.760		           1.200
    11.780		          -1.300
    11.800		           1.600
    11.820		           0.700
    11.840		          -3.100
    11.860		          -1.600
    11.880		          -3.000
    11.900		          -5.600
    11.920		          -5.800
    11.940		           1.200
    11.960		          -2.600
    11.980		           3.800
    12.000		          -3.800
    12.020		          -2.300
    12.040		          -1.500
    12.060		          -2.100
    12.080		          -0.900
    12.100		          -3.000
    12.120		          -6.500
    12.140		          -0.100
    12.160		          -0.900
    12.180		          -5.200
    12.200		          -9.300
    12.220		          -1.100
    12.240		          -1.100
    12.260		          -1.500
    12.280		          -1.700
    12.300		           0.000
    12.320		           1.800
    12.340		           0.400
    12.360		          -5.400
    12.380		           4.800
    12.400		          -9.900
    12.420		          -4.700
    12.440		          -4.800
    12.460		           0.400
    12.480		          -3.800
    12.500		          -4.300
    12.520		          -3.400
    12.540		          -5.300
    12.560		          -0.900
    12.580		           0.400
    12.600		          -2.100
    12.620		          -3.900
    12.640		          -5.300
    12.660		          -4.600
    12.680		          -2.400
    12.700		           0.800
    12.720		           1.000
    12.740		         -10.700
    12.760		          -1.300
    12.780		          -1.100
    12.800		           0.000
    12.820		          -4.400
    12.840		          -5.000
    12.860		          -7.200
    12.880		          -0.300
    12.900		          -5.700
    12.920		          -3.500
    12.940		           1.100
    12.960		          -2.700
    12.980		           2.400
    13.000		          -7.400
    13.020		          -5.300
    13.040		          -5.500
    13.060		          -7.700
    13.080		           0.800
    13.100		           2.600
    13.120		           0.900
    13.140		           3.100
    13.160		          -0.900
    13.180		          -4.000
    13.200		           2.600
    13.220		          -2.500
    13.240		          -2.000
    13.260		           3.800
    13.280		           3.700
    13.300		          -3.800
    13.320		          -2.300
    13.340		           1.900
    13.360		          -2.800
    13.380		           3.000
    13.400		           1.900
    13.420		          -0.300
    13.440		           0.200
    13.460		           1.900
    13.480		           3.600
    13.500		           3.700
    13.520		          -0.500
    13.540		           1.000
    13.560		          -1.200
    13.580		          -0.600
    13.600		          -4.600
    13.620		          -0.900
    13.640		          -1.100
    13.660		           8.200
    13.680		           1.700
    13.700		           1.800
    13.720		           1.800
    13.740		          -0.500
    13.760		           4.300
    13.780		           0.300
    13.800		           0.600
    13.820		          -0.700
    13.840		           1.500
    13.860		           0.000
    13.880		           3.000
    13.900		           5.800
    13.920		           5.400
    13.940		          -1.200
    13.960		           2.800
    13.980		           0.900
    14.000		           1.300
    14.020		           2.300
    14.040		          10.700
    14.060		           4.200
    14.080		           4.300
    14.100		           5.100
    14.120		          -0.500
    14.140		          -1.100
    14.160		           6.300
    14.180		           5.400
    14.200		           2.100
    14.220		           0.500
    14.240		          -0.100
    14.260		          -0.800
    14.280		           3.500
    14.300		           3.400
    14.320		           2.300
    14.340		           8.400
    14.360		           3.900
    14.380		           6.000
    14.400		           0.400
    14.420		           5.500
    14.440		           6.600
    14.460		           7.500
    14.480		           6.200
    14.500		           3.300
    14.520		          -1.200
    14.540		           6.100
    14.560		           2.100
    14.580		           4.800
    14.600		           1.700
    14.620		           5.600
    14.640		           5.800
    14.660		           3.800
    14.680		          10.100
    14.700		           7.100
    14.720		           1.700
    14.740		           5.900
    14.760		           8.000
    14.780		           5.400
    14.800		           2.400
    14.820		           8.000
    14.840		           2.800
    14.860		           5.300
    14.880		          12.100
    14.900		          14.700
    14.920		           6.800
    14.940		           7.100
    14.960		          -3.300
    14.980		          13.200
    15.000		         -11.200
    15.020		          19.800
    15.040		         -17.200
    15.060		          32.400
    15.080		           4.700
    15.100		          16.000
    15.120		          -7.700
    15.140		          26.700
    15.160		          21.200
    15.180		         -12.900
    15.200		          34.900
    15.220		          -3.300
    15.240		          10.300
    15.260		          -5.400
    15.280		          -7.900
    15.300		           5.600
    15.320		         -26.500
    15.340		          40.200
    15.360		         -14.900
    15.380		          38.400
    15.400		           5.400
    15.420		         -11.800
    15.440		           8.100
    15.460		          20.400
    15.480		         -60.100
    15.500		         -19.500
    15.520		          44.800
    15.540		          11.000
    15.560		          16.300
    15.580		          21.000
    15.600		         -26.100
    15.620		          32.700
    15.640		         -18.600
    15.660		           3.700
    15.680		         -16.600
    15.700		          34.000
    15.720		         -33.400
    15.740		          17.600
    15.760		          30.800
    15.780		         -29.000
    15.800		          16.300
    15.820		         -34.300
    15.840		          79.900
    15.860		          18.300
    15.880		          44.100
    15.900		         -90.400
    15.920		          -0.800
    15.940		          16.700
    15.960		          64.200
    15.980		         -22.200
    16.000		          48.200
    16.020		          -3.200
    16.040		          49.700
    16.060		           1.700
    16.080		         -12.100
    16.100		           0.400
    16.120		         -32.800
    16.140		          17.600
    16.160		         -19.500
    16.180		           2.800
    16.200		           7.000
    16.220		           4.500
    16.240		          15.500
    16.260		           8.100
    16.280		         -32.300
    16.300		          14.200
    16.320		          -7.200
    16.340		         -14.900
    16.360		         -20.200
    16.380		         -59.100
    16.400		           2.100
    16.420		          17.000
    16.440		          -2.100
    16.460		          38.500
    16.480		           5.300
    16.500		          -1.500
    16.520		          23.400
    16.540		           5.900
    16.560		         -52.600
    16.580		         -80.000
    16.600		         -18.500
    16.620		          35.100
    16.640		         -47.200
    16.660		          64.800
    16.680		          -6.300
    16.700		          12.100
    16.720		           0.400
    16.740		        -111.600
    16.760		           2.300
    16.780		          75.500
    16.800		          20.800
    16.820		          44.900
    16.840		        -128.300
    16.860		          70.600
    16.880		          15.500
    16.900		         -19.700
    16.920		         -42.800
    16.940		        -164.800
    16.960		         -46.300
    16.980		         -30.600
    17.000		        -147.000
    17.020		         -66.200
    17.040		          83.700
    17.060		         129.200
    17.080		          11.800
    17.100		        -270.600
    17.120		        -308.800
    17.140		        -256.800
    17.160		         166.500
    17.180		         324.400
    17.200		         489.000
    17.220		         305.000
    17.240		         -63.900
    17.260		        -125.100
    17.280		          58.800
    17.300		        -147.200
    17.320		        -656.600
    17.340		        -930.900
    17.360		        -903.200
    17.380		        -356.600
    17.400		         497.600
    17.420		        1163.600
    17.440		         526.000
    17.460		        -152.300
    17.480		        -233.300
    17.500		        -583.500
    17.520		        -599.900
    17.540		        -587.900
    17.560		        -652.500
    17.580		         282.000
    17.600		        1375.200
    17.620		        1611.700
    17.640		         788.900
    17.660		         373.000
    17.680		         353.000
    17.700		        -121.900
    17.720		        -664.700
    17.740		        -445.400
    17.760		        -264.100
    17.780		         -67.600
    17.800		         361.100
    17.820		         457.600
    17.840		         470.200
    17.860		         363.300
    17.880		         282.500
    17.900		          92.900
    17.920		        -191.700
    17.940		        -146.200
    17.960		         -11.100
    17.980		        -110.300
    18.000		        -512.400
    18.020		        -827.600
    18.040		        -631.700
    18.060		        -320.200
    18.080		        -181.300
    18.100		        -150.000
    18.120		         107.100
    18.140		         332.500
    18.160		         293.200
    18.180		         -77.600
    18.200		         146.800
    18.220		         436.800
    18.240		         290.500
    18.260		          78.000
    18.280		        -205.700
    18.300		        -160.600
    18.320		        -167.300
    18.340		        -143.400
    18.360		        -348.600
    18.380		        -372.900
    18.400		        -124.000
    18.420		         -51.600
    18.440		         -74.300
    18.460		        -178.300
    18.480		        -387.500
    18.500		        -335.700
    18.520		         290.800
    18.540		         574.300
    18.560		         158.400
    18.580		        -228.000
    18.600		          30.700
    18.620		         297.200
    18.640		         -91.300
    18.660		        -266.100
    18.680		          71.500
    18.700		         500.500
    18.720		         378.300
    18.740		         396.800
    18.760		         355.900
    18.780		         340.600
    18.800		        -285.600
    18.820		        -788.900
    18.840		        -536.000
    18.860		         129.100
    18.880		         677.300
    18.900		         870.800
    18.920		         653.500
    18.940		          -1.800
    18.960		        -250.700
    18.980		        -632.500
    19.000		        -574.200
    19.020		        -700.000
    19.040		        -951.800
    19.060		        -345.100
    19.080		          40.200
    19.100		        -438.700
    19.120		        -717.600
    19.140		        -315.800
    19.160		         223.600
    19.180		         574.300
    19.200		         705.400
    19.220		         -92.000
    19.240		        -739.000
    19.260		        -719.300
    19.280		        -448.900
    19.300		          99.500
    19.320		         844.600
    19.340		         710.000
    19.360		         472.400
    19.380		         423.800
    19.400		         505.500
    19.420		         710.900
    19.440		         894.900
    19.460		        1370.800
    19.480		        1694.000
    19.500		        1665.500
    19.520		        1215.500
    19.540		         632.400
    19.560		         -57.000
    19.580		        -318.800
    19.600		        -697.800
    19.620		        -965.200
    19.640		        -506.300
    19.660		         408.900
    19.680		         236.800
    19.700		         101.900
    19.720		         223.700
    19.740		         320.800
    19.760		         282.100
    19.780		         235.200
    19.800		         127.500
    19.820		        -463.400
    19.840		        -679.300
    19.860		        -731.700
    19.880		        -502.000
    19.900		        -610.400
    19.920		        -466.000
    19.940		        -287.600
    19.960		        -164.300
    19.980		        -310.700
    20.000		        -632.300
    20.020		        -523.000
    20.040		        -376.500
    20.060		         271.900
    20.080		         577.600
    20.100		         792.100
    20.120		         449.100
    20.140		         398.700
    20.160		         369.500
    20.180		         390.300
    20.200		         142.600
    20.220		         246.100
    20.240		         153.600
    20.260		          45.800
    20.280		         -33.000
    20.300		        -196.800
    20.320		        -218.600
    20.340		          66.000
    20.360		         144.500
    20.380		         280.300
    20.400		         193.600
    20.420		          89.300
    20.440		        -139.600
    20.460		        -225.000
    20.480		        -272.400
    20.500		          14.600
    20.520		         -20.000
    20.540		        -421.900
    20.560		         -96.000
    20.580		         -96.300
    20.600		        -152.400
    20.620		        -485.000
    20.640		        -608.500
    20.660		        -794.800
    20.680		       -1186.200
    20.700		       -1524.200
    20.720		       -1708.300
    20.740		       -1586.500
    20.760		       -1263.400
    20.780		        -879.800
    20.800		        -589.200
    20.820		         -81.800
    20.840		          77.000
    20.860		        -355.500
    20.880		         161.100
    20.900		         445.800
    20.920		         905.800
    20.940		         851.800
    20.960		         181.900
    20.980		         267.600
    21.000		          -9.200
    21.020		        -109.000
    21.040		        -152.500
    21.060		         367.100
    21.080		         866.600
    21.100		         790.200
    21.120		         842.100
    21.140		         233.400
    21.160		        -266.100
    21.180		        -209.700
    21.200		        -438.600
    21.220		        -384.500
    21.240		        -188.900
    21.260		         -53.300
    21.280		          87.200
    21.300		         266.100
    21.320		         631.700
    21.340		         463.800
    21.360		         311.000
    21.380		        -659.500
    21.400		        -313.300
    21.420		        -507.500
    21.440		        -312.900
    21.460		         122.100
    21.480		         184.500
    21.500		         385.000
    21.520		        -161.000
    21.540		         449.000
    21.560		         608.700
    21.580		        -745.500
    21.600		       -1517.600
    21.620		       -1865.700
    21.640		       -2063.300
    21.660		       -2115.300
    21.680		       -1420.900
    21.700		        -725.600
    21.720		        -271.600
    21.740		        -193.700
    21.760		        -547.600
    21.780		        -275.300
    21.800		        -779.200
    21.820		       -1428.800
    21.840		       -1704.000
    21.860		       -1394.300
    21.880		        -898.800
    21.900		         918.000
    21.920		        1486.800
    21.940		         985.800
    21.960		        1658.500
    21.980		        1205.400
    22.000		         747.800
    22.020		         973.900
    22.040		        1435.500
    22.060		         255.000
    22.080		        -734.400
    22.100		        -930.200
    22.120		        -545.800
    22.140		        -694.000
    22.160		        -212.400
    22.180		          91.200
    22.200		         711.400
    22.220		         696.900
    22.240		         394.200
    22.260		         706.100
    22.280		        1159.700
    22.300		         926.200
    22.320		        1118.200
    22.340		        1504.300
    22.360		        1138.600
    22.380		        2483.900
    22.400		         453.800
    22.420		         206.700
    22.440		         124.900
    22.460		         454.600
    22.480		         870.800
    22.500		         984.200
    22.520		        1526.900
    22.540		         895.600
    22.560		         984.200
    22.580		        1300.700
    22.600		        -471.600
    22.620		        -729.100
    22.640		       -1372.700
    22.660		        -688.200
    22.680		        -968.400
    22.700		        -697.200
    22.720		        -409.400
